"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order","continuous_pickup","continuous_drop_off"
"1012-107778","1012-CXX","N80","Amsterdam Leidseplein - Beverwijk via Haarlem","","3","","ffcc00","000000","","",""
"1012-107781","1012-CXX","481","Buurtbus: Vijver - Delftplein/Spaarne Gasthuis","","3","","ffff00","000000","","",""
"1012-107782","1012-CXX","567","Haarlem Wim van Eststraat - Cruquius Spaarne Werkt","","3","","afb4b9","000000","","",""
"1012-107783","1012-CXX","568","Delftplein/Spaarne Gasth - Cruquius Spaarne Werkt","","3","","afb4b9","000000","","",""
"1012-107784","1012-CXX","680","Zwanenburg Kinheim - Aerdenhout Boekenroodeweg","","3","","ffcc00","000000","","",""
"1012-107785","1012-CXX","134","Middelharnis, Gemeentehuis - Binnenhof","","3","","","","","",""
"1012-107787","1012-CXX","163","Oud-Beijerland - Rotterdam Lombardijen","","3","","","","","",""
"1012-107791","1012-CXX","169","Willemstad - Numansdorp A29","","3","","","","","",""
"1012-107792","1012-CXX","170","Goudswaard - Rotterdam","","3","","","","","",""
"1012-107793","1012-CXX","174","Numansdorp - Rotterdam","","3","","","","","",""
"1012-107794","1012-CXX","176","Dordrecht - Rotterdam","","3","","","","","",""
"1012-107795","1012-CXX","177","Strijen - Rotterdam","","3","","","","","",""
"1012-107796","1012-CXX","194","Zuid-Beijerland - Numansdorp","","3","","","","","",""
"1012-107799","1012-CXX","604","Ouddorp - Brielle","","3","","","","","",""
"1012-107800","1012-CXX","630","Hellevoetsluis - Middelharnis","","3","","","","","",""
"1012-107801","1012-CXX","635","Ooltgensplaat-Middelharnis","","3","","","","","",""
"1012-107802","1012-CXX","639","Ouddorp - Middelharnis","","3","","","","","",""
"1012-107803","1012-CXX","662","Numansdorp - Oud-Beijerland","","3","","","","","",""
"1012-107804","1012-CXX","663","Goudswaard - Lombardijen","","3","","","","","",""
"1012-107805","1012-CXX","664","Oud-Beijerland - Numansdorp Viaduct A29","","3","","","","","",""
"1012-107806","1012-CXX","666","Maasdam - Oud-Beijerland","","3","","","","","",""
"1012-107807","1012-CXX","667","Strijen - Oud-Beijerland","","3","","","","","",""
"1012-107808","1012-CXX","668","'s-Gravendeel - Oud-Beijerland","","3","","","","","",""
"1012-107813","1012-CXX","711","Oud-Beijerland-Zuid-Beijerland","","3","","","","","",""
"1012-107814","1012-CXX","712","van Zuid-Beijerland naar Oud-Beijerland","","3","","","","","",""
"1012-107815","1012-CXX","715","Strijensas s'Gravendeel","","3","","","","","",""
"1012-107917","1012-CXX","102","Bergen op Zoom - Oude Tonge","","3","","","","","",""
"1012-107918","1012-CXX","107","St. Annaland - Bergen op Zoom","","3","","","","","",""
"1012-107919","1012-CXX","108","Stavenisse - Bergen op Zoom","","3","","","","","",""
"1012-107921","1012-CXX","209","Bergen op Zoom - St.Annaland","","3","","","","","",""
"1012-107922","1012-CXX","602","St.Maartensdijk - Sommelsdijk","","3","","","","","",""
"1012-107923","1012-CXX","603","St.Maartensdijk - Bergen op Zoom","","3","","","","","",""
"1012-107924","1012-CXX","618","St. Maartensdijk - Halsteren","","3","","","","","",""
"1012-107925","1012-CXX","619","St.Maartensdijk - Steenspil","","3","","","","","",""
"1012-107927","1012-CXX","1","Oostburg - Schoondijke - Terneuzen","","3","","","","","",""
"1012-107928","1012-CXX","5","Oostburg - Waterlandkerkje - Terneuzen","","3","","","","","",""
"1012-107929","1012-CXX","6","Terneuzen - Zelzate","","3","","","","","",""
"1012-107930","1012-CXX","9","Terneuzen, Busstation - Dow","","3","","","","","",""
"1012-107931","1012-CXX","10","Terneuzen - Hulst","","3","","","","","",""
"1012-107933","1012-CXX","20","Hulst - Goes","","3","","","","","",""
"1012-107934","1012-CXX","23","'s-Heerenhoek - Goes","","3","","","","","",""
"1012-107935","1012-CXX","27","Yerseke - Goes","","3","","","","","",""
"1012-107936","1012-CXX","31","Kamperland - Goes","","3","","","","","",""
"1012-107937","1012-CXX","50","Middelburg - Terneuzen(Gent)","","3","","","","","",""
"1012-107938","1012-CXX","52","Domburg - Middelburg","","3","","","","","",""
"1012-107939","1012-CXX","53","Middelburg - Domburg","","3","","","","","",""
"1012-107940","1012-CXX","56","Middelburg - Koudekerke - Vlissingen","","3","","","","","",""
"1012-107941","1012-CXX","57","Middelburg - Oost-Souburg - Vlissingen","","3","","","","","",""
"1012-107942","1012-CXX","58","Middelburg - West-Souburg - Vlissingen","","3","","","","","",""
"1012-107943","1012-CXX","65","Middelburg, Station - Podium/Scalda","","3","","","","","",""
"1012-107944","1012-CXX","132","Goes - Zierikzee","","3","","","","","",""
"1012-107945","1012-CXX","133","Middelburg - Oude Tonge","","3","","","","","",""
"1012-107946","1012-CXX","134","Zierikzee - Brouwershaven - Zierikzee","","3","","","","","",""
"1012-107948","1012-CXX","185","Goes, Station - Ziekenhuis","","3","","","","","",""
"1012-107949","1012-CXX","210","Terneuzen - Hulst","","3","","","","","",""
"1012-107950","1012-CXX","220","Terneuzen Ziekenhuis - Dethon","","3","","","","","",""
"1012-107951","1012-CXX","395","Zierikzee - Rotterdam","","3","","","","","",""
"1012-107952","1012-CXX","507","Axel - St.Jansteen","","3","","","","","",""
"1012-107953","1012-CXX","511","Terneuzen - Sas van Gent","","3","","","","","",""
"1012-107954","1012-CXX","513","Sas Van Gent - Axel","","3","","","","","",""
"1012-107955","1012-CXX","515","Breskens - Biervliet","","3","","","","","",""
"1012-107956","1012-CXX","569","Middelburg, Station - Station","","3","","","","","",""
"1012-107957","1012-CXX","580","Kattendijke - Goes","","3","","","","","",""
"1012-107958","1012-CXX","581","Vlissingen Oost - Middelburg","","3","","","","","",""
"1012-107959","1012-CXX","582","Oud Sabbinge - Goes","","3","","","","","",""
"1012-107960","1012-CXX","583","Westkapelle - Veere","","3","","","","","",""
"1012-107961","1012-CXX","584","Middelburg - Veere","","3","","","","","",""
"1012-107962","1012-CXX","589","Ossenisse - Clinge","","3","","","","","",""
"1012-107963","1012-CXX","591","Nieuwerkerk - Zierikzee via Dreischor","","3","","","","","",""
"1012-107964","1012-CXX","592","Nieuwerkerk - Zierikzee via Ouwerkerk","","3","","","","","",""
"1012-107965","1012-CXX","593","Kats - Kortgene","","3","","","","","",""
"1012-107966","1012-CXX","594","Rilland - Kruiningen","","3","","","","","",""
"1012-107967","1012-CXX","595","Goes - Hoedekenskerke","","3","","","","","",""
"1012-107968","1012-CXX","596","'s Heerenhoek - Ellewoutsdijk","","3","","","","","",""
"1012-107969","1012-CXX","597","'s Heerenhoek - Hoedekenskerke","","3","","","","","",""
"1012-107970","1012-CXX","598","'s-Heerenhoek - Heinkenszand","","3","","","","","",""
"1012-107971","1012-CXX","599","Wemeldinge - Yerseke","","3","","","","","",""
"1012-107972","1012-CXX","601","Oostburg - Terneuzen","","3","","","","","",""
"1012-107973","1012-CXX","606","Sas van Gent - Terneuzen","","3","","","","","",""
"1012-107974","1012-CXX","607","Hoek - Axel","","3","","","","","",""
"1012-107975","1012-CXX","608","Sas van Gent - Hulst","","3","","","","","",""
"1012-107976","1012-CXX","612","Eede - Oostburg","","3","","","","","",""
"1012-107978","1012-CXX","628","Westenschouwen - Goes","","3","","","","","",""
"1012-107979","1012-CXX","629","Bruinisse - Goes","","3","","","","","",""
"1012-107980","1012-CXX","631","Zierikzee - Middelharnis","","3","","","","","",""
"1012-107982","1012-CXX","633","Zierikzee - Vlissingen","","3","","","","","",""
"1012-107983","1012-CXX","638","Goes Station - Omnium","","3","","","","","",""
"1012-107984","1012-CXX","639","Krabbendijke - Goes","","3","","","","","",""
"1012-107985","1012-CXX","641","Middelburg - Goes","","3","","","","","",""
"1012-107986","1012-CXX","643","St. Annaland - Goes","","3","","","","","",""
"1012-107987","1012-CXX","644","Stavenisse - Goes","","3","","","","","",""
"1012-107988","1012-CXX","645","Terneuzen - Krabbendijke","","3","","","","","",""
"1012-107989","1012-CXX","646","Middelburg - Goes","","3","","","","","",""
"1012-107990","1012-CXX","647","Domburg - Krabbendijke","","3","","","","","",""
"1012-107991","1012-CXX","660","Hulst - Vlissingen","","3","","","","","",""
"1012-108456","1012-CXX","42","Brugge - Breskens","","3","","","","","",""
"1012-108487","1012-CXX","171","Oud Beijerland - Rotterdam","","3","","","","","",""
"1012-108488","1012-CXX","172","Oud Beijerland - Rotterdam","","3","","","","","",""
"1012-108531","1012-CXX","569","Cruquius Spaarne Werkt - Haarlem Delftplein","","3","","afb4b9","000000","","",""
"1012-108699","1012-CXX","178","Amstelveen Poortwachter - Amsterdam Station Zuid","","3","","afb4b9","000000","","",""
"1012-108700","1012-CXX","274","Uithoorn Amstelplein - Uithoorn Willem Klooslaan","","3","","afb4b9","000000","","",""
"1012-108709","1012-CXX","735","Middelharnis-Ooltgensplaat","","3","","","","","",""
"1012-109522","1012-CXX","716","Heinenoord - Barendrecht","","3","","","","","",""
"1012-109590","1012-CXX","500","Rotterdam, Kralingse Zoom - Rivium","","3","","","","","",""
"1012-109656","1012-CXX","FLEX","Flex: Uithoorn Busstation - Amstelveen Busstation","","3","","","","","",""
"1012-109657","1012-CXX","FLEX","Flex: Rijsenhout - Schiphol Rijk","","3","","","","","",""
"1012-109658","1012-CXX","FLEX","Flex: Buitenkaag - Nieuw Vennep","","3","","","","","",""
"1012-109659","1012-CXX","180","Cirkellijn Schiphol P30 Parkeerterrein","","3","","0059ff","ffffff","","",""
"1012-109660","1012-CXX","181","Cirkellijn Schiphol Knooppunt Schiphol Noord","","3","","0059ff","ffffff","","",""
"1012-109661","1012-CXX","185","Justitieel Complex - Schiphol Airport","","3","","0059ff","ffffff","","",""
"1012-109662","1012-CXX","186","Amstelveen Busstation - Schiphol P30","","3","","0059ff","ffffff","","",""
"1012-109663","1012-CXX","190","Schiphol Knooppunt Noord - Schiphol P30","","3","","0059ff","ffffff","","",""
"1012-109664","1012-CXX","191","(Knooppunt Noord) - P30 - Schiphol Anchoragelaan","","3","","0059ff","ffffff","","",""
"1012-109665","1012-CXX","192","Hoofddorp Centrum - Schiphol Knooppunt Noord","","3","","0059ff","ffffff","","",""
"1012-109666","1012-CXX","194","A'dam Matterhorn - Knooppunt Noord - (P30)","","3","","0059ff","ffffff","","",""
"1012-109667","1012-CXX","195","A'dam Lelylaan - Knooppunt Noord - (P30)","","3","","0059ff","ffffff","","",""
"1012-109668","1012-CXX","199","Amstelveen Busstation - Knooppunt Noord - (P30)","","3","","0059ff","ffffff","","",""
"1012-109669","1012-CXX","200","Amsterdam Gaasperplas - Schiphol Airport","","3","","77216f","ffffff","","",""
"1012-109670","1012-CXX","300","Haarlem Station - Amsterdam Bijlmer Arena","","3","","77216f","ffffff","","",""
"1012-109671","1012-CXX","340","Haarlem Station - Uithoorn Busstation","","3","","ff0000","ffffff","","",""
"1012-109672","1012-CXX","341","Hoofddorp Spaarne Gasthuis - A'dam Station Zuid","","3","","d1ea32","000000","","",""
"1012-109673","1012-CXX","346","Haarlem Station - Amsterdam Station Zuid","","3","","d1ea32","000000","","",""
"1012-109674","1012-CXX","356","Haarlem Station - Amsterdam Bijlmer Arena","","3","","77216f","ffffff","","",""
"1012-109675","1012-CXX","357","Kudelstaart/Aalsmeer - Amsterdam Elandsgracht","","3","","ffcc00","000000","","",""
"1012-109676","1012-CXX","397","Nieuw-Vennep P+R Getsew - Amsterdam Elandsgracht","","3","","ffcc00","000000","","",""
"1012-109677","1012-CXX","382","Ijmuiden aan Zee - Amsterdam Sloterdijk","","3","","ff0000","ffffff","","",""
"1012-109678","1012-CXX","385","Haarlem Station - Ijmuiden Dennekoplaan","","3","","ff0000","ffffff","","",""
"1012-110254","1012-CXX","19","Hulst - Roosendaal","","3","","","","","",""
"1012-110255","1012-CXX","104","Renesse - Spijkenisse Metro Centrum","","3","","","","","",""
"1012-110256","1012-CXX","160","Goudswaard - Rotterdam Zuidplein","","3","","","","","",""
"1012-110257","1012-CXX","164","Zuid-Beijerland - Heinenoord Busstation","","3","","","","","",""
"1012-110258","1012-CXX","166","Dordrecht CS - Rotterdam Zuidplein","","3","","","","","",""
"1012-110259","1012-CXX","167","Strijen - Heinenoord Busstation","","3","","","","","",""
"1012-110260","1012-CXX","436","Ouddorp - Rotterdam Zuidplein","","3","","ff0000","ffffff","","",""
"1012-110261","1012-CXX","437","Dirksland - Rotterdam","","3","","ff0000","ffffff","","",""
"1012-110262","1012-CXX","860","Rotterdam CS - Goudswaard","","3","","","","","",""
"1012-111059","1012-CXX","669","Willemstad - Oud-Beijerland","","3","","","","","",""
"1012-99564","1012-DELIJN","460","Turnhout - Baarle","","3","","bbdd00","000000","","",""
"1012-107311","1012-DELIJN","450","Tilburg - Poppel - Turnhout","","3","","0044bb","ffffff","","",""
"1012-111006","1012-DELIJN","461","Turnhout - Zondereigen - Baarle","","3","","ffffff","c5aa77","","",""
"1012-111008","1012-DELIJN","20a","Hasselt - Bilzen - Maastricht","","3","","8899aa","000000","","",""
"1012-111009","1012-DELIJN","206","Beverst - Eigenbilzen - Hees - Maastricht","","3","","ffffff","c5aa77","","",""
"1012-111010","1012-DELIJN","45","Hasselt - Diepenbeek - Genk - Maastricht","","3","","005555","ffffff","","",""
"1012-111011","1012-DELIJN","62","Maastricht - Riemst - Tongeren","","3","","bb0022","ffffff","","",""
"1012-111012","1012-DELIJN","63","Maaseik - Maasmechelen - Lanaken - Maastricht","","3","","ffcc11","000000","","",""
"1012-111013","1012-DELIJN","433","Sint-Niklaas - Kemzeke Paal - Hulst","","3","","ffffff","c5aa77","","",""
"1012-111015","1012-DELIJN","430","Hoogstraten - Turnhout - Reusel","","3","","005555","ffffff","","",""
"1012-111016","1012-DELIJN","456","Arendonk - Poppel via Eel Kerk","","3","","991199","ffffff","","",""
"1012-111017","1012-DELIJN","457","Turnhout - Weelde - Baarle - Hoogstraten","","3","","771133","ffffff","","",""
"1012-111018","1012-DELIJN","458","Poppel - Weelde - Merksplas - Hoogstraten","","3","","c5aa77","000000","","",""
"1012-106762","1012-DOEKSEN","HT","Harlingen - Vlieland","","4","","","","","",""
"1012-106763","1012-DOEKSEN","HT","Terschelling - Vlieland","","4","","","","","",""
"1012-106764","1012-DOEKSEN","HT","Harlingen - Terschelling","","4","","","","","",""
"1012-66238","1012-EBS","33","Delft - Maassluis","","3","","","","","",""
"1012-76913","1012-EBS","70","Centrum West - Noordhove","","3","","","","","",""
"1012-76918","1012-EBS","827","Den Haag - Honselersdijk","","3","","","","","",""
"1012-80765","1012-EBS","31","Den Haag Leyenburg - Hoek van Holland","","3","","","","","",""
"1012-80766","1012-EBS","37","Den Haag Leyenburg - Delft","","3","","","","","",""
"1012-80768","1012-EBS","44","Den Haag Centraal - Wassenaar","","3","","","","","",""
"1012-80771","1012-EBS","51","Rijswijk - Den Haag Grote markt","","3","","","","","",""
"1012-80772","1012-EBS","60","Station Delft - Nootdorp Metro","","3","","","","","",""
"1012-80774","1012-EBS","62","Station Delft - Delfgauw","","3","","","","","",""
"1012-80776","1012-EBS","69","Station Delft - TU Campus","","3","","","","","",""
"1012-84019","1012-EBS","307","Amsterdam Noord - Purmerend De Purmer","","3","","","","","",""
"1012-84020","1012-EBS","308","Amsterdam Noord - Purmerend Weidevenne","","3","","","","","",""
"1012-89939","1012-EBS","1","Station - Frankrijk","","3","","","","","",""
"1012-89940","1012-EBS","11","Station via Hagenbroek - Station","","3","","","","","",""
"1012-89941","1012-EBS","30","Hoogeveen - Hardenberg","","3","","","","","",""
"1012-89942","1012-EBS","40","Meppel - Zwolle","","3","","","","","",""
"1012-89943","1012-EBS","70","Zwartsluis - Oldemarkt","","3","","","","","",""
"1012-89944","1012-EBS","71","Emmeloord - Zwolle","","3","","","","","",""
"1012-89945","1012-EBS","74","Hasselt - Kampen Zuid","","3","","","","","",""
"1012-89946","1012-EBS","76","Marknesse - Oldemarkt","","3","","","","","",""
"1012-89947","1012-EBS","77","Lemmer - Emmeloord","","3","","","","","",""
"1012-89948","1012-EBS","101","Harderwijk - Amersfoort Vathorst","","3","","","","","",""
"1012-89949","1012-EBS","102","Amersfoort - Apeldoorn","","3","","","","","",""
"1012-89950","1012-EBS","104","Harderwijk - Barneveld","","3","","","","","",""
"1012-89951","1012-EBS","111","Nunspeet - Harderwijk","","3","","","","","",""
"1012-89952","1012-EBS","112","Nunspeet - Apeldoorn","","3","","","","","",""
"1012-89953","1012-EBS","129","Dedemsvaart - Coevorden","","3","","","","","",""
"1012-89954","1012-EBS","141","Kampen - Urk","","3","","","","","",""
"1012-89955","1012-EBS","142","Harderwijk - Amersfoort Vathorst","","3","","","","","",""
"1012-89956","1012-EBS","143","Lelystad - Kampen","","3","","","","","",""
"1012-89957","1012-EBS","144","Harderwijk - Zeewolde","","3","","","","","",""
"1012-89958","1012-EBS","146","Kuinre - Dronten","","3","","","","","",""
"1012-89961","1012-EBS","160","Bathmen - Deventer","","3","","","","","",""
"1012-89962","1012-EBS","161","Deventer - Hasselt","","3","","","","","",""
"1012-89963","1012-EBS","165","Deventer - Raalte","","3","","","","","",""
"1012-89964","1012-EBS","166","Raalte - Zwolle Hessenpoort","","3","","","","","",""
"1012-89965","1012-EBS","167","Lemelerveld - Zwolle Hessenpoort","","3","","","","","",""
"1012-89966","1012-EBS","170","'t Harde - Twello","","3","","","","","",""
"1012-89970","1012-EBS","201","Apeldoorn - Zwolle","","3","","","","","",""
"1012-89971","1012-EBS","206","Harderwijk - Apeldoorn","","3","","","","","",""
"1012-89972","1012-EBS","207","Harderwijk - Lelystad Batavia Stad","","3","","","","","",""
"1012-89973","1012-EBS","210","Apeldoorn via Epe en Heerde - Zwolle","","3","","","","","",""
"1012-89974","1012-EBS","214","Steenwijk - Lelystad","","3","","","","","",""
"1012-89976","1012-EBS","216","Harderwijk - Almere Stad","","3","","","","","",""
"1012-89977","1012-EBS","217","Dedemsvaart - Zwolle","","3","","","","","",""
"1012-89978","1012-EBS","218","Urk - Lelystad","","3","","","","","",""
"1012-89979","1012-EBS","301","Dedemsvaart - Nunspeet","","3","","","","","",""
"1012-89980","1012-EBS","304","Apeldoorn - Zwolle","","3","","","","","",""
"1012-89981","1012-EBS","1","Station - Apenheul","","3","","","","","",""
"1012-89982","1012-EBS","2","Station - Zuidbroek","","3","","","","","",""
"1012-89983","1012-EBS","3","Station - De Maten","","3","","","","","",""
"1012-89984","1012-EBS","4","Station - De Maten","","3","","","","","",""
"1012-89985","1012-EBS","8","Station - Zuidbroek","","3","","","","","",""
"1012-89986","1012-EBS","10","Station via Malkenschoten - Station","","3","","","","","",""
"1012-89987","1012-EBS","11","Station - Gelre Ziekenhuis","","3","","","","","",""
"1012-89988","1012-EBS","12","Station - Willem III Kazerne","","3","","","","","",""
"1012-89991","1012-EBS","15","Twello - Apeldoorn","","3","","","","","",""
"1012-89992","1012-EBS","16","Station - Woudhuis","","3","","","","","",""
"1012-89993","1012-EBS","17","Kerschoten - Stadhoudersmolen","","3","","","","","",""
"1012-89994","1012-EBS","501","Garderen - Horst","","3","","","","","",""
"1012-89995","1012-EBS","502","Vorchten - Wezep","","3","","","","","",""
"1012-89996","1012-EBS","503","Eerbeek - Brummen","","3","","","","","",""
"1012-89997","1012-EBS","504","Eerbeek - Zutphen","","3","","","","","",""
"1012-89998","1012-EBS","506","Twello - Apeldoorn","","3","","","","","",""
"1012-89999","1012-EBS","507","Twello - Voorst","","3","","","","","",""
"1012-90000","1012-EBS","508","Twello - Apeldoorn","","3","","","","","",""
"1012-90001","1012-EBS","509","Barneveld - Nijkerk","","3","","","","","",""
"1012-90002","1012-EBS","510","Loenen - Apeldoorn","","3","","","","","",""
"1012-90003","1012-EBS","512","Station - Berg en Bos","","3","","","","","",""
"1012-90004","1012-EBS","513","Harderwijk - Ermelo","","3","","","","","",""
"1012-90005","1012-EBS","514","'t Harde - Wezep","","3","","","","","",""
"1012-90006","1012-EBS","515","Leuvenheim - Zutphen","","3","","","","","",""
"1012-90008","1012-EBS","517","Deventer - Heeten","","3","","","","","",""
"1012-90009","1012-EBS","518","Lemelerveld - Raalte","","3","","","","","",""
"1012-90010","1012-EBS","519","Station - Gelre Ziekenhuis","","3","","","","","",""
"1012-90011","1012-EBS","510","Station Kampen Zuid - Station Kampen Zuid","","3","","","","","",""
"1012-90012","1012-EBS","521","De Gilden - Golfresidentie","","3","","","","","",""
"1012-90013","1012-EBS","522","De Gilden - Golfresidentie","","3","","","","","",""
"1012-90014","1012-EBS","523","Zwolle - Heino","","3","","","","","",""
"1012-90015","1012-EBS","526","Wilsum - Hattem","","3","","","","","",""
"1012-90016","1012-EBS","563","Wijhe - Raalte","","3","","","","","",""
"1012-90017","1012-EBS","568","Dalfsen - Ommen","","3","","","","","",""
"1012-90018","1012-EBS","590","Nieuw-Heeten - Deventer","","3","","","","","",""
"1012-90019","1012-EBS","591","Nieuwleusen - Dalfsen","","3","","","","","",""
"1012-90020","1012-EBS","592","Ijhorst - Meppel","","3","","","","","",""
"1012-90021","1012-EBS","597","Hardenberg - Beerzerveld","","3","","","","","",""
"1012-90022","1012-EBS","598","Bruinehaar - Hardenberg","","3","","","","","",""
"1012-90023","1012-EBS","599","Hardenberg - De Krim","","3","","","","","",""
"1012-90058","1012-EBS","1","Stadshagen - Station","","3","","","","","",""
"1012-90060","1012-EBS","3","Hessenpoort - Station","","3","","","","","",""
"1012-90061","1012-EBS","4","Aa-landen - Station","","3","","","","","",""
"1012-90062","1012-EBS","5","Westerholte - Station","","3","","","","","",""
"1012-90063","1012-EBS","6","Station - Ittersumerbroek","","3","","","","","",""
"1012-90065","1012-EBS","8","Station - Ittersumerbroek","","3","","","","","",""
"1012-90067","1012-EBS","10","Station - Holtenbroek","","3","","","","","",""
"1012-90068","1012-EBS","11","Stadshagen - Oosterenk","","3","","","","","",""
"1012-90070","1012-EBS","13","Station - Aa-landen","","3","","","","","",""
"1012-90072","1012-EBS","1","De Vijfhoek - Station","","3","","","","","",""
"1012-90073","1012-EBS","2","Platvoet - Station","","3","","","","","",""
"1012-90074","1012-EBS","3","Platvoet - Station","","3","","","","","",""
"1012-90075","1012-EBS","4","Schalkhaar - Station","","3","","","","","",""
"1012-90076","1012-EBS","5","De Vijfhoek - Station","","3","","","","","",""
"1012-90077","1012-EBS","6","Colmschate Zuid - Station","","3","","","","","",""
"1012-90078","1012-EBS","7","Station via Kloosterlanden - Station","","3","","","","","",""
"1012-90079","1012-EBS","8","Station - Bedrijvenpark A1","","3","","","","","",""
"1012-90080","1012-EBS","1","Station Centrum - Lelystad-Haven","","3","","","","","",""
"1012-90081","1012-EBS","2","Station Centrum - Kustwijk","","3","","","","","",""
"1012-90082","1012-EBS","4","Station Centrum - Lelycentre","","3","","","","","",""
"1012-90083","1012-EBS","5","Station Centrum via Atolwijk - Station Centrum","","3","","","","","",""
"1012-90084","1012-EBS","6","Station Centrum - Duinbeek","","3","","","","","",""
"1012-90085","1012-EBS","7","Station Centrum - Airport/Aviodrome","","3","","","","","",""
"1012-90086","1012-EBS","8","Station Centrum - Hollandse Hout","","3","","","","","",""
"1012-90087","1012-EBS","9","Station Centrum via Parkhaven - Station Centrum","","3","","","","","",""
"1012-90088","1012-EBS","10","Station Centrum - Buitenhof","","3","","","","","",""
"1012-90091","1012-EBS","16","Station Centrum - Duinbeek","","3","","","","","",""
"1012-90244","1012-EBS","63","Zaandam Station - Assendelft","","3","","","","","",""
"1012-90245","1012-EBS","64","Zaandijk - Zaandam Kogerveld","","3","","","","","",""
"1012-90246","1012-EBS","65","Beverwijk - Zaandam De Vlinder","","3","","","","","",""
"1012-90247","1012-EBS","67","Zaandam via Wormerveer - Purmerend","","3","","","","","",""
"1012-90248","1012-EBS","68","Assendelft Station - Noorderveenweg","","3","","","","","",""
"1012-90249","1012-EBS","69","Zaandam via Wormerveer - Krommenie","","3","","","","","",""
"1012-90251","1012-EBS","100","Amsterdam Noord via Purmerend - Edam","","3","","","","","",""
"1012-90252","1012-EBS","101","Ringlijn Purmerend","","3","","","","","",""
"1012-90253","1012-EBS","102","Ringlijn Purmerend","","3","","","","","",""
"1012-90254","1012-EBS","103","Monnickendam via Purmerend - Amsterdam Sloterdijk","","3","","","","","",""
"1012-90255","1012-EBS","104","Amsterdam Noord - Purmerend De Purmer","","3","","","","","",""
"1012-90257","1012-EBS","111","Zaandam via Amsterdam Noord - Marken","","3","","","","","",""
"1012-90259","1012-EBS","119","Amsterdam Noord - Landsmeer","","3","","","","","",""
"1012-90263","1012-EBS","276","Amsterdam Zuidoost - Purmerend Overwhere","","3","","","","","",""
"1012-90264","1012-EBS","277","Amsterdam Zuidoost - Purmerend De Purmer","","3","","","","","",""
"1012-90265","1012-EBS","278","Amsterdam Zuidoost via Edam - Volendam","","3","","","","","",""
"1012-90267","1012-EBS","306","Amsterdam Noord - Purmerend Overwhere","","3","","","","","",""
"1012-90269","1012-EBS","315","Amsterdam Noord - Monnickendam","","3","","","","","",""
"1012-90271","1012-EBS","370","Amsterdam Zuidoost - Purmerend Centrum","","3","","","","","",""
"1012-90273","1012-EBS","394","Amsterdam Noorderpark - Zaandam","","3","","","","","",""
"1012-90274","1012-EBS","395","Amsterdam Sloterdijk - Zaandam Zmc","","3","","","","","",""
"1012-90275","1012-EBS","413","Purmerend via Oosthuizen - Beets","","3","","","","","",""
"1012-90276","1012-EBS","414","Krommeniedijk via Wormerveer - Oostknollendam","","3","","","","","",""
"1012-90277","1012-EBS","416","Purmerend via Middenbeemster - De Rijp","","3","","","","","",""
"1012-90278","1012-EBS","419","Ilpendam via Monnickendam - Broek in Waterland","","3","","","","","",""
"1012-90279","1012-EBS","456","Assendelft - Zaandam","","3","","","","","",""
"1012-90282","1012-EBS","800","Amsterdam via Zaanse Schans - Volendam","","3","","","","","",""
"1012-91055","1012-EBS","110","Amsterdam Noord - Purmerend via Edam","","3","","","","","",""
"1012-91056","1012-EBS","272","Amsterdam Slotervaart via Sloterdijk - Purmerend","","3","","","","","",""
"1012-91735","1012-EBS","150","Zeewolde - Almere Stad","","3","","","","","",""
"1012-91737","1012-EBS","13","Station - J. Fruytierschool","","3","","","","","",""
"1012-91738","1012-EBS","14","Station - J. Fruytierschool","","3","","","","","",""
"1012-91739","1012-EBS","516","Olst - Raalte","","3","","","","","",""
"1012-91744","1012-EBS","2","Holtenbroek - Station","","3","","","","","",""
"1012-91856","1012-EBS","N06","Amsterdam Centraal - Purmerend Overwhere","","3","","","","","",""
"1012-91857","1012-EBS","N07","Amsterdam Centraal - Purmerend De Purmer","","3","","","","","",""
"1012-91858","1012-EBS","N11","Amsterdam Centraal - Marken","","3","","","","","",""
"1012-91859","1012-EBS","N14","Amsterdam Centraal via Edam - Hoorn","","3","","","","","",""
"1012-91860","1012-EBS","N19","Amsterdam Centraal via Oostzaan - Zaandam","","3","","","","","",""
"1012-91861","1012-EBS","N94","Amsterdam Centraal via Zaandam - Krommenie","","3","","","","","",""
"1012-93181","1012-EBS","84","Maaswijk - Metro Centrum","","3","","","","","",""
"1012-93183","1012-EBS","91","Winkelcentrum - Kickersbloem (- Oudenhoorn)","","3","","","","","",""
"1012-93186","1012-EBS","107","Geervliet - Abbenbroek - Oudenhoorn","","3","","","","","",""
"1012-93187","1012-EBS","115","Rozenburg - Spijkenisse","","3","","","","","",""
"1012-93189","1012-EBS","204","Hellevoetsluis - Spijkenisse","","3","","","","","",""
"1012-93192","1012-EBS","285","Metro Centrum - Vriesland","","3","","","","","",""
"1012-93197","1012-EBS","903","Maasvlaktehopper","","3","","","","","",""
"1012-94298","1012-EBS","87","Halfweg via Metro Centrum - De Gaard","","3","","","","","",""
"1012-94299","1012-EBS","106","Hellevoetsluis via Zuidland - Spijkenisse","","3","","","","","",""
"1012-95187","1012-EBS","247","Harderwijk - Walibi Holland","","3","","","","","",""
